code,first_subject,second_subject,univers
5B074800,Биология,Химия,"['Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)', 'Карагандинский государственный медицинский университет (КГМУ)', 'Южно-Казахстанская государственная фармацевтическая академия (ЮКГФА)']"
5B040400,Творческий экзамен,Творческий экзамен,"['Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)']"
5B071300,Математика,Физика,"['Жезказганский университет имени О. А. Байконурова (ЖезУ им. Байконурова)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Екибастузский инженерно-технический институт имени академика К.Сатпаева (ЭИТИ)', 'Карагандинский государственный технический университет (КарГТУ)', 'Костанайский инженерно-экономический университет им.М.Дулатова (КИНЭУ им. Дулатова)', 'Казахский национальный аграрный университет (КазНАУ)', 'Казахская академия транспорта и коммуникаций имени М. Тынышпаева (КазАТК им. Тынышпаева)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Атырауский университет нефти и газа (АУНГ)', 'Рудненский индустриальный институт (РИИ)', 'Карагандинский государственный индустриальный университет (КГИУ)', 'Казахская автомобильно-дорожная академия имени Л.Гончарова (КазАДИ им. Гончарова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Евразийский технический университет (ЕТУ)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)']"
5B074500,Математика,Физика,"['Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Карагандинский государственный технический университет (КарГТУ)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Казахская автомобильно-дорожная академия имени Л.Гончарова (КазАДИ им. Гончарова)', 'Казахская академия транспорта и коммуникаций имени М. Тынышпаева (КазАТК им. Тынышпаева)', 'Казахский университет путей сообщения (КУПС)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)']"
5B090200,География,Иностранный язык,"['Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Казахская академия спорта и туризма (КазАСТ)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Карагандинский экономический университет Казпотребсоюза (КЭУ Казпотребсоюза)', 'Казахский университет международных отношений и мировых языков имени Абылай хана (КазУМОиМЯ им. Абылай хана)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Университет «Нархоз» (Университет Нархоз)', 'Университет «Туран—Астана» (Туран-Астана)', 'Казахский университет экономики, финансов и международной торговли (КазУЭФМТ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Казахстанско-Американский свободный университет (KAFU (КАСУ))', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Университет «Туран» (Туран)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Университет международного бизнеса (УМБ (UIB))', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Алматинский технологический университет (АТУ)', 'Университет иностранных языков и деловой карьеры (УИЯиДК)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Казахский университет технологии и бизнеса (КазУТБ)', 'Казахстанский инженерно-технологический университет (КазИТУ)', 'Евразийский технический университет (ЕТУ)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)']"
5B021200,Иностранный язык,Всемирная история,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)']"
5B050800,Математика,География,"['Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Алматы Менеджмент Университет (AlmaU)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Университет «Нархоз» (Университет Нархоз)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Университет международного бизнеса (УМБ (UIB))', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)']"
5B110300,Биология,Химия,"['Медицинский университет Астана (МУА)', 'Южно-Казахстанская государственная фармацевтическая академия (ЮКГФА)', 'Западно-Казахстанский государственный медицинский университет имени М. Оспанова (ЗКГМУ им. Оспанова)', 'Государственный медицинский университет г. Семей (ГМУ (СГМА))', 'Казахский национальный медицинский университет имени С. Д. Асфендиярова (КазНМУ)', 'Карагандинский государственный медицинский университет (КГМУ)', 'Казахстанско-Российский медицинский университет (КРМУ)']"
5B060400,Математика,Физика,"['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)']"
5B011000,Математика,Физика,"['Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Костанайский государственный педагогический институт (КГПУ)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Жезказганский университет имени О. А. Байконурова (ЖезУ им. Байконурова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Каспийский государственный университет технологии и инжиниринга имени Ш. Есенова (КГУТИ им. Ш. Есенова)']"
5B012800,Биология,География,"['Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)']"
5B010800,Творческий экзамен,Творческий экзамен,"['Павлодарский государственный педагогический институт (ПГПУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Казахская академия спорта и туризма (КазАСТ)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Костанайский государственный педагогический институт (КГПУ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Казахстанско-Американский свободный университет (KAFU (КАСУ))', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Инновационный Евразийский университет (ИнЕУ)']"
5B020500,Казахский/Русский язык,Казахская/ Русская литература,"['Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)']"
5B020100,Всемирная история,География,"['Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)']"
5B050900,Математика,География,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Алматы Менеджмент Университет (AlmaU)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Университет международного бизнеса (УМБ (UIB))', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Университет «Нархоз» (Университет Нархоз)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Казахстанско-Немецкий университет (КНУ (DKU))', 'Казахстанско-Американский свободный университет (KAFU (КАСУ))']"
5B072000,Химия,Физика,"['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Инновационный Евразийский университет (ИнЕУ)']"
5B072100,Химия,Физика,"['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Казахстанский инженерно-технологический университет (КазИТУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Алматинский технологический университет (АТУ)', 'Казахский университет технологии и бизнеса (КазУТБ)', 'Карагандинский государственный технический университет (КарГТУ)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Инновационный Евразийский университет (ИнЕУ)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Атырауский университет нефти и газа (АУНГ)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)']"
5B075300,Химия,Физика,['Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)']
5B060600,Химия,Физика,"['Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)']"
5B011200,Химия,Биология,"['Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Таразский государственный педагогический университет (ТарГПИ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Казахский государственный женский педагогический университет (КазГосЖенПУ (ЖенПИ))', 'Костанайский государственный педагогический институт (КГПУ)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Аркалыкский государственный педагогический институт имени И. Алтынсарина (АркГПИ им. Алтынсарина)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Инновационный Евразийский университет (ИнЕУ)', 'Павлодарский государственный педагогический институт (ПГПУ)', 'Жетысуский государственный университет имени И. Жансугурова (ЖГУ им. Жансугурова)']"
5B012500,Биология,География,"['Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Южно-Казахстанский государственный педагогический институт (ЮКГПИ)']"
5B040900,Творческий экзамен,Творческий экзамен,"['Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)']"
5B060800,Биология,География,"['Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Алматинский технологический университет (АТУ)', 'Казахский национальный аграрный университет (КазНАУ)', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Кокшетауский государственный университет имени Ш. Уалиханова (КГУ им. Ш. Уалиханова)', 'Университет «Нархоз» (Университет Нархоз)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Карагандинский государственный университет имени Е. А. Букетова (КарГУ им. Букетова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Восточно-Казахстанский государственный университет имени С. Аманжолова (ВКГУ им. Аманжолова)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Западно-Казахстанский государственный университет имени М. Утемисова (ЗКГУ им. М. Утемисова)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)', 'Каспийский государственный университет технологии и инжиниринга имени Ш. Есенова (КГУТИ им. Ш. Есенова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Казахский национальный педагогический университет имени Абая (КазНПУ)', 'Кокшетауский университет имени А. Мырзахметова (КУАМ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Казахский университет технологии и бизнеса (КазУТБ)', 'Инновационный Евразийский университет (ИнЕУ)', 'Государственный университет имени Шакарима г.Семей (ГУ им. Шакарима)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)']"
5B050600,Математика,География,"['Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Университет международного бизнеса (УМБ (UIB))', 'Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Актюбинский государственный региональный университет им.К.Жубанова (АРГУ им. Жубанова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Университет «Нархоз» (Университет Нархоз)', 'Атырауский государственный университет имени Х. Досмухамедова (АтГУ им. Досмухамедова)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Алматы Менеджмент Университет (AlmaU)']"
5B071800,Математика,Физика,"['Атырауский университет нефти и газа (АУНГ)', 'Казахский национальный исследовательский технический университет имени К.И.Сатпаева\xa0 (Satbayev University)', 'Инновационный Евразийский университет (ИнЕУ)', 'Восточно-Казахстанский государственный технический университет имени Д. Серикбаева (ВКГТУ)', 'Алматинский университет энергетики и связи (АУЭС)', 'Казахский национальный аграрный университет (КазНАУ)', 'Костанайский государственный университет имени А. Байтурсынова (КГУ им. Байтурсынова)', 'Северо-Казахстанский государственный университет имени М. Козыбаева (СКГУ им. Козыбаева)', 'Екибастузский инженерно-технический институт имени академика К.Сатпаева (ЭИТИ)', 'Казахская академия транспорта и коммуникаций имени М. Тынышпаева (КазАТК им. Тынышпаева)', 'Карагандинский государственный индустриальный университет (КГИУ)', 'Карагандинский государственный технический университет (КарГТУ)', 'Павлодарский государственный университет имени С. Торайгырова (ПГУ им. С. Торайгырова)', 'Рудненский индустриальный институт (РИИ)', 'Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Жезказганский университет имени О. А. Байконурова (ЖезУ им. Байконурова)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Международный казахско-турецкий университет имени Х. А. Яссави (МКТУ им. Яссави)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Западно-Казахстанский аграрно-технический университет имени Жангир хана (ЗКИТУ)', 'Кызылординский государственный университет имени Коркыт Ата (КГУ им. Коркыт Ата)', 'Таразский государственный университет имени М.Дулати (ТарГУ им. Дулати)']"
5B081200,Математика,Физика,"['Казахский агротехнический университет имени С. Сейфуллина (КазАТУ им. Сейфуллина)', 'Алматинский университет энергетики и связи (АУЭС)', 'Казахский национальный аграрный университет (КазНАУ)']"
5B030100,Всемирная история,Человек. Общество. Право,"['Евразийский национальный университет имени Л. Н. Гумилёва (ЕНУ им. Л. Н. Гумилева)', 'Университет имени Сулеймана Демиреля (SDU (Suleyman Demirel University, СДУ))', 'Евразийская юридическая академия\xa0 имени Д.Кунаева (ЕЮА им. Д. А. Кунаева (ГУТиП им. Д. А. Кунаева))', 'Казахский гуманитарно-юридический университет (Университет КАЗГЮУ)', 'Казахский национальный университет имени аль-Фараби (КазНУ им. аль-Фараби)', 'Алматы Менеджмент Университет (AlmaU)', 'Казахский гуманитарно-юридический инновационный университет (КазГЮИУ)', 'Южно-Казахстанский государственный университет имени М. О. Ауэзова (ЮКГУ им. М. Ауезова)', 'Университет «Нархоз» (Университет Нархоз)']"
